MQ2,MQ3,MQ4,MQ6,MQ7,MQ8,MQ135
0.38364,0.7669,0.62389,0.55052,0.41439,1.23541,0.88053
0.38401,0.76765,0.62402,0.54839,0.41464,1.23554,0.88065
0.38426,0.76802,0.62377,0.55052,0.41514,1.23654,0.8819
0.38464,0.76902,0.62452,0.54889,0.41526,1.23691,0.88228
0.38464,0.7699,0.62477,0.55152,0.41539,1.23754,0.8829
0.38539,0.77102,0.62539,0.55164,0.41564,1.23829,0.8834
0.38564,0.77165,0.62564,0.55164,0.41576,1.23766,0.88415
0.38564,0.77252,0.62564,0.55139,0.41601,1.23791,0.88428
0.38614,0.77377,0.62664,0.55139,0.41651,1.23966,0.8854
0.38651,0.77502,0.62727,0.55027,0.41739,1.24091,0.88653
0.38689,0.77602,0.62764,0.55127,0.41751,1.24091,0.8869
0.38701,0.77627,0.62777,0.55189,0.41739,1.24104,0.88728
0.38714,0.77665,0.62789,0.54902,0.41764,1.24079,0.88765
0.38739,0.77802,0.62827,0.55077,0.41814,1.24141,0.8884
0.38751,0.77827,0.62827,0.55164,0.41814,1.24141,0.88853
0.38776,0.7789,0.62827,0.55102,0.41826,1.24091,0.8889
0.38776,0.77927,0.62902,0.54827,0.41851,1.24204,0.88928
0.38814,0.77977,0.62914,0.54889,0.41839,1.24216,0.88953
0.38826,0.77977,0.62927,0.54927,0.41851,1.24166,0.8894
0.38826,0.78015,0.62927,0.55177,0.41851,1.24179,0.89015
0.38864,0.7799,0.62964,0.55127,0.41839,1.24191,0.89015
0.38851,0.7804,0.62914,0.55127,0.41826,1.24104,0.89015
0.38901,0.78115,0.63014,0.55002,0.41876,1.24304,0.89078
0.38914,0.7814,0.63052,0.55189,0.41901,1.24316,0.89165
0.38914,0.7819,0.63052,0.54914,0.41951,1.24391,0.8924
0.38939,0.78202,0.63127,0.55102,0.41964,1.24429,0.89315
0.38951,0.78215,0.63139,0.54902,0.41964,1.24429,0.89315
0.38939,0.78152,0.63127,0.55177,0.41964,1.24366,0.89278
0.38914,0.7809,0.63077,0.55039,0.41901,1.24279,0.89228
0.38914,0.7804,0.63077,0.54964,0.41876,1.24279,0.89203
0.38889,0.7804,0.63089,0.54964,0.41851,1.24204,0.89228
0.38901,0.78015,0.63089,0.54952,0.41851,1.24129,0.89178
0.38889,0.7794,0.63052,0.55152,0.41826,1.24154,0.89153
0.38876,0.77927,0.63064,0.55152,0.41751,1.24029,0.8909
0.38851,0.77802,0.62927,0.55002,0.41751,1.23979,0.89053
0.38839,0.7774,0.62852,0.54914,0.41726,1.23916,0.89015
0.38839,0.7774,0.62877,0.55127,0.41701,1.23966,0.89065
0.38889,0.77765,0.62914,0.55139,0.41739,1.24029,0.89153
0.38851,0.77715,0.62877,0.55164,0.41751,1.24004,0.89128
0.38876,0.77752,0.62877,0.55139,0.41751,1.24004,0.89165
0.38876,0.77727,0.62914,0.55177,0.41764,1.23991,0.8919
0.38876,0.77727,0.62877,0.54927,0.41764,1.23941,0.89215
0.38889,0.7779,0.62889,0.55102,0.41726,1.23929,0.89128
0.38864,0.77665,0.62827,0.54977,0.41714,1.23929,0.8919
0.38851,0.77665,0.62802,0.54927,0.41726,1.23991,0.89278
0.38851,0.77677,0.62814,0.55064,0.41776,1.24016,0.89315
0.38876,0.77677,0.62802,0.55052,0.41714,1.24016,0.8934
0.38914,0.7769,0.62827,0.55077,0.41764,1.24029,0.8929
0.38914,0.77665,0.62839,0.54977,0.41764,1.24066,0.89378
0.38914,0.77627,0.62852,0.54789,0.41776,1.23991,0.8939
0.38901,0.7764,0.62827,0.54852,0.41751,1.24004,0.8939
0.38901,0.77652,0.62864,0.55164,0.41776,1.23979,0.89365
0.38889,0.77615,0.62802,0.55114,0.41764,1.23879,0.8934
0.38851,0.7759,0.62739,0.55114,0.41739,1.23879,0.8934
0.38864,0.77577,0.62714,0.55064,0.41739,1.23854,0.8939
0.38864,0.77565,0.62714,0.55114,0.41739,1.23841,0.89415
0.38876,0.77602,0.62714,0.55089,0.41751,1.23904,0.89465
0.38864,0.77565,0.62689,0.55052,0.41701,1.23729,0.89478
0.38876,0.77577,0.62689,0.54952,0.41714,1.23891,0.89478
0.38839,0.77502,0.62627,0.55164,0.41664,1.23829,0.8944
0.38926,0.77615,0.62614,0.55052,0.41714,1.23941,0.89428
0.38851,0.77652,0.62702,0.55127,0.41689,1.23841,0.8959
0.38889,0.7769,0.62602,0.54889,0.41739,1.23904,0.8949
0.38914,0.7774,0.62614,0.54977,0.41726,1.23916,0.89528
0.38876,0.77702,0.62677,0.55114,0.41676,1.23791,0.89465
0.38864,0.7764,0.62614,0.54914,0.41676,1.23779,0.89478
0.38889,0.77652,0.62639,0.54827,0.41651,1.23766,0.89478
0.38864,0.77577,0.62564,0.54914,0.41626,1.23641,0.8944
0.38889,0.7764,0.62602,0.54814,0.41651,1.23691,0.8949
0.38901,0.77652,0.62614,0.54839,0.41651,1.23691,0.8949
0.38914,0.77665,0.62627,0.54839,0.41639,1.23704,0.89503
0.38914,0.77665,0.62639,0.55039,0.41651,1.23704,0.89503
0.38939,0.77715,0.62664,0.54889,0.41676,1.23741,0.89528
0.38939,0.7774,0.62652,0.54939,0.41689,1.23666,0.89528
0.38951,0.7774,0.62702,0.55089,0.41689,1.23779,0.89578
0.38951,0.77752,0.62727,0.54914,0.41701,1.23741,0.8959
0.38951,0.77777,0.62727,0.55089,0.41714,1.23679,0.89565
0.38876,0.77752,0.62702,0.55052,0.41676,1.23466,0.89428
0.38926,0.77765,0.62714,0.55114,0.41601,1.23591,0.89528
0.38851,0.77752,0.62614,0.55089,0.41564,1.23366,0.89453
0.38876,0.77665,0.62589,0.55139,0.41614,1.23629,0.89415
0.38901,0.77727,0.62614,0.55164,0.41576,1.23554,0.89528
0.38889,0.7759,0.62589,0.55139,0.41564,1.23591,0.89365
0.38851,0.7769,0.62564,0.55139,0.41601,1.23429,0.89265
0.38914,0.77652,0.62539,0.55177,0.41564,1.23404,0.8934
0.38864,0.77677,0.62577,0.55177,0.41601,1.23391,0.8934
0.38876,0.77565,0.62489,0.54889,0.41576,1.23454,0.89528
0.38889,0.77552,0.62614,0.54839,0.41576,1.23416,0.8939
0.38926,0.77665,0.62602,0.55102,0.41551,1.23491,0.8954
0.38939,0.77615,0.62514,0.55152,0.41576,1.23379,0.89578
0.38876,0.7779,0.62602,0.55164,0.41601,1.23529,0.89578
0.38876,0.77777,0.62652,0.54977,0.41626,1.23566,0.89515
0.38926,0.7779,0.62577,0.55127,0.41589,1.23666,0.89628
0.38926,0.77777,0.62639,0.55127,0.41589,1.23441,0.89453
0.38926,0.7769,0.62602,0.55152,0.41601,1.23441,0.89453
0.38939,0.7769,0.62527,0.55089,0.41639,1.23591,0.89528
0.38889,0.77827,0.62652,0.55039,0.41614,1.23579,0.89578
0.38939,0.77827,0.62627,0.55027,0.41626,1.23591,0.89628
0.38926,0.77715,0.62689,0.55089,0.41651,1.23466,0.89465
0.38964,0.77877,0.62664,0.55102,0.41664,1.23679,0.89465
0.38939,0.7789,0.62652,0.55114,0.41589,1.23441,0.8964
0.38951,0.77802,0.62727,0.54977,0.41676,1.23416,0.89653
0.38901,0.7774,0.62677,0.55089,0.41564,1.23366,0.89528
0.38926,0.77815,0.62739,0.55077,0.41601,1.23491,0.8954
0.38901,0.7779,0.62689,0.55064,0.41589,1.23566,0.8964
0.38901,0.77765,0.62664,0.54827,0.41576,1.23404,0.8964
0.38889,0.77727,0.62564,0.54777,0.41614,1.23566,0.89515
0.38851,0.77715,0.62689,0.54952,0.41514,1.23579,0.89603
0.38876,0.77652,0.62552,0.54939,0.41551,1.23429,0.8964
0.38826,0.7779,0.62577,0.54889,0.41526,1.23466,0.8959
0.38814,0.77715,0.62514,0.55064,0.41439,1.23066,0.8949
0.38851,0.77677,0.62527,0.55002,0.41514,1.23166,0.89578
0.38814,0.77652,0.62514,0.54852,0.41426,1.23241,0.8959
0.38789,0.77602,0.62464,0.54889,0.41514,1.23354,0.8959
0.38839,0.77665,0.62377,0.54789,0.41489,1.22954,0.89528
0.32151,0.62339,0.46301,0.54802,0.23876,1.01266,0.6914
0.32201,0.62427,0.46314,0.54464,0.23901,1.01378,0.6914
0.32213,0.62339,0.46264,0.54477,0.23863,1.01366,0.69027
0.32238,0.62364,0.46214,0.54402,0.23851,1.01403,0.69065
0.32226,0.62364,0.46201,0.54502,0.23826,1.01428,0.6899
0.32226,0.62352,0.46164,0.54702,0.23813,1.01378,0.68977
0.32251,0.62302,0.46164,0.54764,0.23813,1.01453,0.68965
0.32238,0.62339,0.46139,0.54702,0.23813,1.01466,0.6894
0.32226,0.62314,0.46139,0.54802,0.23788,1.01466,0.68927
0.32238,0.62302,0.46101,0.54664,0.23726,1.01391,0.68877
0.32201,0.62289,0.46076,0.54764,0.23726,1.01453,0.68815
0.32213,0.62264,0.46001,0.54689,0.23726,1.01378,0.68802
0.32226,0.62277,0.46039,0.54714,0.23751,1.01491,0.68702
0.32238,0.62264,0.46026,0.54752,0.23738,1.01603,0.68752
0.32238,0.62264,0.46039,0.54764,0.23776,1.01516,0.68752
0.32226,0.62264,0.46039,0.54589,0.23776,1.01553,0.6874
0.32213,0.62214,0.46039,0.54552,0.23788,1.01566,0.68715
0.32213,0.62239,0.46039,0.54714,0.23726,1.01691,0.68702
0.32263,0.62227,0.46001,0.54627,0.23726,1.01528,0.68652
0.32376,0.57727,0.75252,0.55627,0.53727,1.60955,0.82815
0.32513,0.57839,0.75315,0.55664,0.53852,1.61517,0.8294
0.32538,0.57814,0.75277,0.55577,0.53814,1.61542,0.82878
0.32551,0.57552,0.7509,0.55689,0.53764,1.61542,0.82653
0.32576,0.57789,0.75227,0.55564,0.53789,1.61142,0.82803
0.32351,0.57664,0.75002,0.55589,0.53702,1.61305,0.82715
0.32563,0.57614,0.75052,0.55739,0.53664,1.61205,0.82628
0.32651,0.57689,0.75052,0.55702,0.53739,1.61455,0.82753
0.32513,0.57689,0.74952,0.55689,0.53439,1.61555,0.82703
0.32738,0.57752,0.75152,0.55714,0.53864,1.61555,0.8279
0.32751,0.57752,0.75165,0.55702,0.53889,1.61755,0.8279
0.32601,0.57739,0.7509,0.55727,0.53977,1.61805,0.82903
0.32801,0.57802,0.7519,0.55602,0.54039,1.62055,0.82928
0.32839,0.57802,0.75252,0.55602,0.53939,1.62205,0.82953
0.32864,0.57802,0.75302,0.55689,0.54202,1.62442,0.83053
0.32889,0.57839,0.75552,0.55664,0.54489,1.62817,0.83228
0.32501,0.57789,0.75677,0.55564,0.54914,1.63467,0.83503
0.33164,0.57852,0.75902,0.55589,0.55352,1.6413,0.83915
0.33264,0.57827,0.76165,0.55577,0.55927,1.64818,0.83615
0.33426,0.57877,0.76365,0.55677,0.56577,1.65318,0.84628
0.33626,0.57952,0.76677,0.55577,0.57239,1.66005,0.84965
0.33714,0.57964,0.7694,0.55577,0.57902,1.66693,0.8534
0.34026,0.57989,0.7724,0.55577,0.58552,1.67355,0.85803
0.34114,0.58114,0.7754,0.55552,0.58902,1.67543,0.85965
0.34276,0.58102,0.7779,0.55689,0.59652,1.6823,0.8629
0.34489,0.58114,0.78215,0.55589,0.60302,1.68693,0.8674
0.34639,0.58139,0.7849,0.55652,0.61014,1.69418,0.87153
0.34826,0.58177,0.78765,0.55539,0.61614,1.69818,0.87465
0.34939,0.58189,0.79165,0.55664,0.62264,1.70093,0.87778
0.35101,0.58202,0.79452,0.55627,0.62777,1.6948,0.8809
0.35264,0.58227,0.79815,0.55652,0.63277,1.70993,0.8834
0.35339,0.58252,0.80127,0.55677,0.63764,1.71118,0.88578
0.35539,0.58227,0.80377,0.55739,0.64377,1.71455,0.88815
0.35651,0.58214,0.80602,0.55702,0.64727,1.71793,0.8914
0.35676,0.58252,0.80815,0.55577,0.64802,1.7198,0.89303
0.35851,0.58227,0.81027,0.55714,0.65439,1.7218,0.8944
0.36001,0.58239,0.81277,0.55577,0.65827,1.72468,0.89615
0.36089,0.58239,0.81552,0.55689,0.6619,1.72555,0.8984
0.36201,0.58239,0.81827,0.55677,0.6654,1.72793,0.90028
0.36339,0.58227,0.8194,0.55589,0.66827,1.73043,0.90215
0.36426,0.58214,0.8219,0.55714,0.6719,1.7328,0.90278
0.36551,0.58227,0.82528,0.55602,0.67527,1.73255,0.90503
0.36639,0.58239,0.82715,0.55639,0.6779,1.73543,0.90628
0.36751,0.58189,0.82903,0.55639,0.6804,1.73743,0.90803
0.36789,0.58189,0.8309,0.55614,0.6829,1.73743,0.91015
0.36951,0.58252,0.83228,0.55652,0.6844,1.73805,0.91003
0.37051,0.58189,0.83365,0.55664,0.68677,1.73955,0.9114
0.37114,0.58239,0.8364,0.55639,0.68727,1.7398,0.9124
0.37151,0.58089,0.83628,0.55639,0.6899,1.74118,0.91303
0.37289,0.58127,0.83903,0.55664,0.69177,1.7428,0.91465
0.37389,0.58102,0.84053,0.55577,0.69302,1.7423,0.91528
0.37464,0.57989,0.84228,0.55702,0.69552,1.74368,0.91665
0.37601,0.58152,0.84415,0.55727,0.69715,1.74593,0.91715
0.37689,0.58089,0.84528,0.55689,0.69852,1.74555,0.9189
0.37776,0.58152,0.84753,0.55602,0.70015,1.7468,0.91978
0.37826,0.58064,0.84778,0.55664,0.70165,1.74493,0.91965
0.37864,0.57814,0.84815,0.55739,0.70215,1.74568,0.92115
0.37951,0.58064,0.85003,0.55677,0.70302,1.74793,0.9214
0.37701,0.57477,0.84378,0.55752,0.69602,1.73405,0.9139
0.37701,0.57214,0.84265,0.55714,0.69727,1.73468,0.91328
0.37726,0.57152,0.84315,0.55714,0.69727,1.73305,0.91153
0.37826,0.57027,0.84215,0.55689,0.69702,1.7323,0.91228
0.38014,0.57089,0.85003,0.55814,0.7054,1.74618,0.91978
0.38426,0.57552,0.84515,0.55777,0.7024,1.7363,0.91565
0.38014,0.56989,0.84403,0.55677,0.70252,1.75018,0.92203
0.38676,0.57464,0.85353,0.55664,0.7104,1.75143,0.9234
0.38351,0.56964,0.84865,0.55627,0.70952,1.75055,0.92403
0.38889,0.57552,0.85678,0.55627,0.7134,1.7543,0.92578
0.39051,0.57664,0.86015,0.55664,0.71502,1.75655,0.9269
0.39151,0.57689,0.8614,0.55689,0.71715,1.75868,0.9279
0.39226,0.57777,0.86365,0.55752,0.71702,1.7583,0.92528
0.39301,0.57789,0.86465,0.55652,0.71965,1.74718,0.92328
0.39014,0.57177,0.85765,0.55752,0.71302,1.74405,0.92203
0.38939,0.57052,0.85665,0.55702,0.71252,1.7433,0.91928
0.39151,0.56939,0.85265,0.55739,0.71277,1.7558,0.92815
0.39576,0.57502,0.86628,0.55752,0.72215,1.75905,0.93003
0.39714,0.57577,0.86853,0.55677,0.72315,1.76093,0.93128
0.39864,0.57652,0.86878,0.55689,0.72527,1.7613,0.9329
0.39951,0.57764,0.87115,0.55627,0.72677,1.75805,0.93328
0.40001,0.57727,0.87253,0.55664,0.72852,1.7633,0.9264
0.39676,0.57164,0.86578,0.55802,0.7224,1.74943,0.92728
0.39701,0.56989,0.86428,0.55689,0.72202,1.74943,0.9249
0.39801,0.56939,0.8654,0.55752,0.7214,1.7483,0.9254
0.40176,0.57289,0.8654,0.55802,0.72877,1.76455,0.93365
0.40414,0.57027,0.8739,0.55689,0.7309,1.7658,0.9344
0.40176,0.57139,0.8709,0.55802,0.72702,1.75468,0.92678
0.40251,0.56952,0.87603,0.55677,0.7324,1.76805,0.93628
0.40701,0.57439,0.87753,0.55739,0.73377,1.76943,0.93653
0.40251,0.57102,0.87465,0.55852,0.7264,1.75868,0.92065
0.40789,0.56577,0.87478,0.55852,0.73202,1.76255,0.93753
0.40639,0.57289,0.87328,0.55889,0.7319,1.7483,0.9334
0.40401,0.56527,0.8729,0.55852,0.7264,1.76118,0.9299
0.40889,0.56839,0.86878,0.55752,0.72377,1.75468,0.93253
0.40951,0.56589,0.8764,0.55827,0.73702,1.74955,0.93515
0.40814,0.56289,0.86703,0.55902,0.73502,1.7463,0.9359
0.40826,0.56627,0.87078,0.55852,0.73515,1.76793,0.9274
0.41314,0.56277,0.8684,0.55839,0.7379,1.73718,0.9354
0.41201,0.56727,0.87665,0.55727,0.73502,1.7633,0.93203
0.40951,0.56189,0.87253,0.55827,0.73302,1.76818,0.9344
0.41689,0.56989,0.88165,0.55827,0.74115,1.77068,0.9399
0.41764,0.56927,0.88253,0.55764,0.74202,1.77293,0.93953
0.41801,0.57114,0.88478,0.55702,0.74402,1.77168,0.93953
0.42001,0.56902,0.88515,0.55889,0.7434,1.76043,0.93728
0.41976,0.57327,0.8914,0.55764,0.74727,1.77368,0.94278
0.42039,0.57227,0.8909,0.55839,0.74165,1.76343,0.94065
0.41776,0.56814,0.89065,0.55789,0.74602,1.76693,0.9419
0.41864,0.57027,0.88928,0.55839,0.7454,1.7663,0.93978
0.42426,0.57514,0.89828,0.55727,0.75227,1.7793,0.9479
0.42539,0.57652,0.90065,0.55727,0.75527,1.78118,0.95015
0.42601,0.57677,0.90228,0.55839,0.75765,1.78068,0.95028
0.42601,0.57802,0.90315,0.55877,0.75727,1.77993,0.95165
0.42639,0.57827,0.90453,0.55802,0.7594,1.77905,0.95165
0.42614,0.57802,0.90453,0.55814,0.7589,1.77043,0.95065
0.42564,0.57789,0.90503,0.55839,0.7589,1.77655,0.95265
0.42514,0.57864,0.9059,0.55702,0.75677,1.77555,0.9519
0.42476,0.57889,0.90703,0.55702,0.75552,1.77268,0.95165
0.42464,0.57902,0.90703,0.55702,0.75352,1.7713,0.95128
0.42414,0.57839,0.9069,0.55877,0.75177,1.7683,0.95165
0.42451,0.57702,0.90778,0.55702,0.7489,1.75393,0.94465
0.42014,0.57289,0.89865,0.55877,0.74052,1.75193,0.94365
0.41876,0.57114,0.8964,0.55814,0.73702,1.74793,0.94203
0.41901,0.57039,0.89653,0.55814,0.72765,1.7478,0.93703
0.41776,0.56927,0.89465,0.55952,0.73227,1.74518,0.9404
0.41801,0.56777,0.89315,0.55889,0.73177,1.74518,0.93953
0.41851,0.55989,0.89115,0.55864,0.72802,1.74405,0.93953
0.41639,0.56289,0.8804,0.55889,0.72415,1.72855,0.9299
0.41801,0.56164,0.8919,0.55939,0.72102,1.7173,0.92403
0.42339,0.56314,0.89128,0.55977,0.7204,1.75743,0.9454
0.42551,0.57289,0.89928,0.55789,0.73127,1.75905,0.94753
0.42414,0.57039,0.89378,0.55802,0.72715,1.74555,0.94165
0.42351,0.56989,0.89328,0.55852,0.7309,1.74693,0.94803
0.42476,0.57152,0.89578,0.55964,0.7239,1.74805,0.94378
0.42589,0.57614,0.90278,0.55739,0.73102,1.76143,0.95028
0.42464,0.57039,0.89853,0.55914,0.7254,1.75068,0.94353
0.42739,0.57614,0.8894,0.55814,0.72827,1.75868,0.9499
0.42764,0.57777,0.90453,0.55864,0.72952,1.75943,0.95078
0.42189,0.57539,0.90453,0.55852,0.72265,1.71968,0.9459
0.41901,0.57377,0.89778,0.55889,0.7219,1.7333,0.94428
0.42339,0.56514,0.88603,0.55802,0.72027,1.74318,0.94378
0.42439,0.57114,0.88528,0.55764,0.71802,1.7343,0.94415
0.41714,0.56714,0.88178,0.55902,0.7124,1.74493,0.94315
0.42151,0.57202,0.8964,0.55852,0.71177,1.75243,0.94428
0.42551,0.56102,0.89215,0.55827,0.7159,1.72143,0.9459
0.42564,0.56989,0.8914,0.55864,0.71702,1.74205,0.94028
0.42564,0.57202,0.89315,0.55902,0.71702,1.7263,0.94028
0.42439,0.56664,0.88953,0.55864,0.7129,1.73955,0.9394
0.42476,0.56914,0.89128,0.55914,0.71315,1.74018,0.94153
0.42501,0.57039,0.88828,0.55839,0.71215,1.73855,0.94103
0.42464,0.57089,0.89115,0.55889,0.70852,1.72993,0.9414
0.42551,0.57064,0.89253,0.55852,0.70465,1.71955,0.93415
0.42514,0.57002,0.89228,0.55802,0.70977,1.7293,0.93253
0.42539,0.57202,0.8904,0.55802,0.71115,1.74243,0.94328
0.42301,0.57264,0.88515,0.55977,0.70765,1.72843,0.93915
0.42526,0.57289,0.89553,0.55777,0.71152,1.72768,0.93803
0.42539,0.57452,0.89565,0.55889,0.7094,1.74018,0.9439
0.42626,0.57814,0.8989,0.55902,0.7049,1.74068,0.94053
0.42251,0.57514,0.8949,0.55864,0.70565,1.73168,0.94303
0.42151,0.57402,0.89303,0.55902,0.7029,1.73105,0.94103
0.42089,0.57289,0.8919,0.55914,0.69652,1.72655,0.94028
0.42026,0.57202,0.8899,0.55802,0.6999,1.7268,0.94065
0.42064,0.57239,0.88928,0.55914,0.69977,1.72605,0.9389
0.42101,0.57252,0.8894,0.55814,0.6984,1.71493,0.93303
0.42039,0.57152,0.8884,0.55902,0.69765,1.72518,0.9384
0.42001,0.57089,0.88603,0.55952,0.69702,1.7258,0.93803
0.41989,0.57127,0.88828,0.55902,0.69602,1.72505,0.93815
0.42389,0.57727,0.88878,0.55739,0.70315,1.73943,0.9459
0.42451,0.57864,0.89665,0.55877,0.70352,1.74205,0.94715
0.42501,0.57989,0.8974,0.55864,0.7034,1.7423,0.9489
0.42526,0.58064,0.89903,0.55827,0.7044,1.74268,0.9494
0.42476,0.58202,0.90015,0.55789,0.70415,1.74255,0.94978
0.42376,0.58189,0.9004,0.55764,0.70415,1.7408,0.94978
0.42326,0.58214,0.90053,0.55714,0.70302,1.74068,0.94853
0.42289,0.57964,0.9004,0.55752,0.70165,1.73755,0.94903
0.42264,0.58277,0.90053,0.55864,0.70127,1.7368,0.9484
0.41914,0.57989,0.89528,0.55777,0.69927,1.7348,0.9479
0.42114,0.58252,0.89428,0.55889,0.69802,1.72905,0.94565
0.42026,0.58264,0.8954,0.55727,0.6979,1.73193,0.94603
0.42001,0.58277,0.89828,0.55789,0.6979,1.7318,0.94728
0.41526,0.57639,0.89028,0.55827,0.68965,1.70118,0.93115
0.41489,0.57527,0.88765,0.55902,0.67802,1.70693,0.9314
0.41514,0.57202,0.88665,0.55827,0.68715,1.71718,0.93165
0.41589,0.57752,0.8884,0.55777,0.6884,1.72018,0.93803
0.41489,0.58114,0.89228,0.55789,0.68702,1.71805,0.9419
0.41351,0.58114,0.89178,0.55877,0.68415,1.71305,0.93978
0.41239,0.58339,0.89315,0.55714,0.68302,1.71193,0.93603
0.41101,0.58302,0.89128,0.55852,0.67627,1.71355,0.94203
0.40026,0.58114,0.87815,0.55852,0.66202,1.69493,0.93328
0.40051,0.57989,0.8774,0.55827,0.66252,1.69293,0.93328
0.40076,0.58102,0.87703,0.55889,0.66115,1.69568,0.9329
0.40051,0.58114,0.87653,0.55727,0.6584,1.69605,0.9334
0.40051,0.58127,0.87578,0.55902,0.6609,1.69705,0.93353
0.40026,0.58127,0.87515,0.55802,0.66065,1.68843,0.93265
0.40026,0.58152,0.8754,0.55739,0.66002,1.69518,0.93253
0.39989,0.58077,0.8744,0.55777,0.65927,1.69105,0.93103
0.39976,0.58102,0.8739,0.55702,0.65865,1.69555,0.9329
0.39964,0.58077,0.8734,0.55752,0.65865,1.69368,0.9329
0.40001,0.58114,0.87453,0.55814,0.65802,1.6808,0.93215
0.39926,0.57952,0.8579,0.55877,0.65339,1.69443,0.93203
0.39914,0.58114,0.87015,0.55714,0.65677,1.69193,0.93178
0.39839,0.58077,0.87228,0.55727,0.65677,1.69343,0.93103
0.39851,0.58039,0.87178,0.55789,0.6564,1.69268,0.93103
0.39526,0.58052,0.8719,0.55839,0.6559,1.69205,0.93053
0.39814,0.58027,0.87115,0.55839,0.6554,1.69318,0.92953
0.39814,0.58077,0.87065,0.55777,0.65477,1.69318,0.93053
0.39789,0.58077,0.87078,0.55714,0.65464,1.69268,0.93078
0.39776,0.58064,0.87003,0.55702,0.65414,1.69243,0.93028
0.39739,0.58052,0.86915,0.55702,0.65352,1.69055,0.93028
0.39351,0.57439,0.86115,0.55877,0.64339,1.66318,0.91365
0.39576,0.57814,0.86653,0.55727,0.65089,1.68668,0.92728
0.39651,0.57877,0.8664,0.55827,0.65139,1.68868,0.92753
0.39701,0.57527,0.86628,0.55789,0.65014,1.69043,0.92628
0.39664,0.57977,0.8674,0.55852,0.65039,1.6888,0.92915
0.39689,0.58002,0.8674,0.55789,0.65202,1.69168,0.92853
0.39726,0.58077,0.86778,0.55739,0.65139,1.68993,0.9269
0.39689,0.58114,0.86865,0.55814,0.65089,1.68943,0.92903
0.39651,0.57964,0.86728,0.55689,0.65139,1.69055,0.92853
0.39614,0.58064,0.86753,0.55839,0.65002,1.68968,0.9294
0.39589,0.58102,0.86715,0.55702,0.65077,1.68955,0.92853
0.39414,0.57427,0.84865,0.55727,0.64827,1.6723,0.92453
0.39489,0.57952,0.86503,0.55802,0.64602,1.68255,0.92703
0.39526,0.58064,0.86578,0.55752,0.64814,1.68768,0.92803
0.39464,0.57877,0.86103,0.55877,0.64789,1.6883,0.92778
0.39389,0.57927,0.8644,0.55727,0.64802,1.68568,0.9269
0.39401,0.57964,0.8644,0.55764,0.64689,1.68593,0.92703
0.39414,0.58039,0.8644,0.55652,0.64614,1.68618,0.92715
0.39364,0.58002,0.8614,0.55789,0.64552,1.68393,0.92528
0.39001,0.57427,0.85878,0.55702,0.64202,1.67718,0.92403
0.39251,0.57714,0.85315,0.55839,0.64352,1.68305,0.9229
0.39239,0.57902,0.86178,0.55839,0.64327,1.6693,0.91578
0.39176,0.57827,0.8604,0.55814,0.64239,1.6828,0.9249
0.38764,0.56927,0.8534,0.55827,0.63614,1.66568,0.91378
0.38926,0.57489,0.85528,0.55702,0.63939,1.67105,0.92315
0.39239,0.57789,0.85915,0.55789,0.64164,1.68168,0.9239
0.39251,0.57814,0.86078,0.55702,0.64214,1.68243,0.92328
0.39264,0.57577,0.84053,0.55752,0.63314,1.6663,0.91665
0.38751,0.57364,0.84578,0.55902,0.62827,1.6623,0.89465
0.38701,0.57039,0.8524,0.55814,0.63477,1.65955,0.9124
0.39001,0.57539,0.85503,0.55764,0.63789,1.67655,0.9199
0.38726,0.56977,0.84628,0.55877,0.63139,1.67805,0.91065
0.39114,0.57089,0.84903,0.55752,0.63002,1.68005,0.92065
0.39201,0.57789,0.85678,0.55689,0.64014,1.68318,0.9229
0.39164,0.57677,0.85715,0.55752,0.64014,1.67693,0.9224
0.39039,0.57852,0.85153,0.55689,0.63977,1.67805,0.92315
0.39151,0.57964,0.85553,0.55702,0.64052,1.68293,0.92128
0.39201,0.57639,0.85815,0.55689,0.63902,1.6773,0.91103
0.39089,0.57889,0.8579,0.55614,0.64002,1.68405,0.92265
0.39064,0.57889,0.8559,0.55764,0.63652,1.67793,0.91953
0.38851,0.57939,0.85753,0.55664,0.62789,1.6683,0.91515
0.38851,0.57464,0.85603,0.55689,0.63802,1.67693,0.92103
0.38626,0.57652,0.84753,0.55777,0.62889,1.66318,0.91915
0.38701,0.57552,0.85103,0.55664,0.63577,1.6778,0.92003
0.38251,0.56689,0.84253,0.55964,0.63314,1.66468,0.90678
0.38626,0.57739,0.84865,0.55814,0.63527,1.67668,0.91978
0.37964,0.56564,0.85115,0.55852,0.63002,1.65993,0.8979
0.38814,0.57677,0.85303,0.55664,0.63377,1.6758,0.9149
0.38751,0.57552,0.85153,0.55789,0.63402,1.67618,0.91803
0.38489,0.57327,0.8439,0.55714,0.63202,1.66055,0.91178
0.38501,0.57039,0.84903,0.55814,0.62927,1.67693,0.91903
0.38789,0.57727,0.8524,0.55639,0.63352,1.67705,0.9194
0.38839,0.57852,0.8539,0.55689,0.63477,1.67855,0.91953
0.38839,0.57464,0.85353,0.55677,0.63502,1.67955,0.92015
0.38851,0.57939,0.85428,0.55777,0.63539,1.68043,0.92003
0.38751,0.57939,0.85115,0.55689,0.63439,1.67593,0.9199
0.38576,0.57589,0.8494,0.55764,0.63352,1.67755,0.91953
0.38764,0.57814,0.85315,0.55814,0.63339,1.67743,0.91778
